Invoice_No,Payment_Value,Payment_Date,DSO_Days
INV003581,243281.64,2026-03-20,0
INV003582,218230.73,2026-03-19,0
INV003583,342915.14,2026-06-13,90
INV003584,363639.22,2026-05-02,45
INV003585,350158.48,2026-03-04,0
INV003586,1431927.89,2026-03-03,0
INV003587,1131230.15,2026-03-21,0
INV003588,1364031.88,2026-03-08,0
INV003589,139934.7,2026-03-12,0
INV003590,614471.37,2026-03-04,0
INV003591,441582.95,2026-03-27,0
INV003592,175748.62,2026-03-19,0
INV003593,753791.16,2026-03-14,0
INV003594,382156.5,2026-03-25,0
INV003595,78358.97,2026-04-17,30
INV003596,242492.58,2026-03-21,0
INV003597,64260.85,2026-03-07,0
INV003598,261635.79,2026-03-23,0
INV003599,167420.88,2026-03-18,15
INV003600,293505.16,2026-03-25,0
INV003601,137450.7,2026-04-26,30
INV003602,337617.72,2026-03-01,0
INV003603,376132.58,2026-03-19,0
INV003604,1281457.57,2026-04-10,30
INV003605,381209.69,2026-03-12,0
INV003606,271171.75,2026-04-04,15
INV003607,644902.91,2026-03-19,15
INV003608,912537.68,2026-03-21,0
INV003609,607415.67,2026-03-16,0
INV003610,1171187.4,2026-03-22,0
INV003611,934028.98,2026-03-23,0
INV003612,783254.21,2026-03-10,0
INV003613,704412.35,2026-03-24,15
INV003614,1365115.53,2026-03-09,0
INV003615,316774.92,2026-03-08,0
INV003616,1399580.95,2026-03-29,15
INV003617,853487.72,2026-03-13,0
INV003618,277165.97,2026-03-01,0
INV003619,1026444.87,2026-03-23,15
INV003620,936903.0,2026-04-26,30
INV003621,632265.64,2026-03-20,0
INV003622,1079807.34,2026-03-23,0
INV003623,493804.4,2026-03-12,0
INV003624,591468.13,2026-03-23,0
INV003625,722524.51,2026-03-27,0
INV003626,629624.19,2026-03-15,0
INV003627,617541.24,2026-04-29,45
INV003628,177489.63,2026-04-10,15
INV003629,105558.85,2026-03-02,0
INV003630,192798.97,2026-04-05,30
INV003631,302818.67,2026-04-23,30
INV003632,340782.86,2026-05-24,60
INV003633,195915.36,2026-03-27,0
INV003634,252053.93,2026-04-05,15
INV003635,344924.73,2026-03-12,0
INV003636,344556.85,2026-03-11,0
INV003637,768133.91,2026-03-06,0
INV003638,690708.95,2026-03-02,0
INV003639,977641.65,2026-03-20,15
INV003640,1041730.66,2026-03-18,0
INV003641,345580.47,2026-04-19,30
INV003642,206749.82,2026-03-03,0
INV003643,710462.99,2026-03-11,0
INV003644,145954.07,2026-03-01,0
INV003645,248844.65,2026-04-08,15
INV003646,205581.67,2026-03-26,0
INV003647,830215.29,2026-03-20,0
INV003648,372564.71,2026-03-04,0
INV003649,771873.36,2026-03-23,0
INV003650,298928.23,2026-03-30,15
INV003651,272596.41,2026-05-06,45
INV003652,422923.81,2026-03-18,0
INV003653,335653.23,2026-04-17,45
INV003654,251656.92,2026-03-17,0
INV003655,416202.72,2026-03-03,0
INV003656,493905.12,2026-03-18,0
INV003657,208395.41,2026-04-11,15
INV003658,546582.57,2026-03-08,0
INV003659,477208.42,2026-03-29,15
INV003660,594452.63,2026-03-16,0
INV003661,243930.0,2026-03-23,15
INV003662,264395.54,2026-03-24,0
INV003663,680008.71,2026-05-15,60
INV003664,444601.19,2026-03-08,0
INV003665,1204752.75,2026-03-19,0
INV003666,1371917.32,2026-03-25,0
INV003667,643035.87,2026-05-08,45
INV003668,1104012.4,2026-03-13,0
INV003669,1450956.48,2026-03-12,0
INV003670,1330998.82,2026-03-02,0
INV003671,868619.87,2026-03-25,15
INV003672,1358276.57,2026-03-31,15
INV003673,793547.39,2026-03-18,0
INV003674,282113.89,2026-04-12,30
INV003675,579048.76,2026-03-05,0
INV003676,425275.3,2026-04-20,30
INV003677,588011.93,2026-04-28,45
INV003678,195407.19,2026-03-11,0
INV003679,175022.5,2026-03-24,0
INV003680,62157.15,2026-03-16,0
INV003681,242495.69,2026-03-24,0
INV003682,111262.25,2026-03-10,0
INV003683,930192.71,2026-03-20,0
INV003684,479405.11,2026-03-20,0
INV003685,413605.71,2026-03-27,0
INV003686,866328.29,2026-03-03,0
INV003687,356428.9,2026-03-03,0
INV003688,290002.7,2026-05-12,60
INV003689,1127024.07,2026-03-13,0
INV003690,1079051.33,2026-05-04,60
INV003691,1062501.74,2026-03-31,15
INV003692,967841.84,2026-03-23,0
INV003693,729410.05,2026-03-28,15
INV003694,517400.0,2026-03-07,0
INV003695,893658.34,2026-03-12,0
INV003696,911296.35,2026-03-21,0
INV003697,888377.32,2026-04-26,45
INV003698,843977.89,2026-03-09,0
INV003699,1044213.96,2026-06-12,90
INV003700,571933.85,2026-05-04,60
INV003701,173909.62,2026-05-06,60
INV003702,1450233.05,2026-03-13,0
INV003703,688813.96,2026-03-21,15
INV003704,702227.23,2026-03-18,0
INV003705,1207013.33,2026-03-22,0
INV003706,882322.28,2026-03-30,15
INV003707,430157.05,2026-03-01,0
INV003708,155410.23,2026-03-22,0
INV003709,357792.81,2026-04-07,15
INV003710,313598.64,2026-04-02,15
INV003711,586681.9,2026-03-22,15
INV003712,156475.76,2026-04-03,30
INV003713,91232.93,2026-03-23,15
INV003714,371954.29,2026-03-29,15
INV003715,479321.02,2026-04-06,15
INV003716,132883.88,2026-03-01,0
INV003717,122202.35,2026-03-20,15
INV003718,237590.13,2026-06-03,90
INV003719,170390.43,2026-03-08,0
INV003720,1900825.76,2026-03-02,0
INV003721,1722623.82,2026-03-25,0
INV003722,1049956.13,2026-03-27,0
INV003723,1630441.86,2026-03-24,0
INV003724,1359599.96,2026-03-06,0
INV003725,2120712.07,2026-03-25,0
INV003726,2151113.44,2026-03-13,0
INV003727,366308.27,2026-03-18,0
INV003728,579398.06,2026-03-11,0
INV003729,845755.98,2026-03-26,0
INV003730,280842.49,2026-04-26,30
INV003731,1367771.05,2026-03-11,0
INV003732,131502.41,2026-03-05,0
INV003733,489827.02,2026-03-20,0
INV003734,634458.61,2026-03-26,15
INV003735,169418.93,2026-03-30,15
INV003736,282684.32,2026-03-20,0
INV003737,93501.68,2026-03-17,0
INV003738,135646.4,2026-03-07,0
INV003739,42569.65,2026-03-03,0
INV003740,248770.88,2026-03-25,0
INV003741,56173.31,2026-03-15,0
INV003742,295492.04,2026-03-17,0
INV003743,163324.05,2026-03-27,15
INV003744,215965.8,2026-03-04,0
INV003745,142620.38,2026-04-11,30
INV003746,1120946.08,2026-04-21,45
INV003747,1416720.43,2026-03-19,15
INV003748,901017.0,2026-04-06,15
INV003749,764077.53,2026-03-08,0
INV003750,685007.37,2026-03-26,0
INV003751,298466.08,2026-03-09,0
INV003752,423495.05,2026-04-07,15
INV003753,1324826.67,2026-06-15,90
INV003754,710411.79,2026-03-23,15
INV003755,1270131.58,2026-03-18,0
INV003756,1143225.07,2026-03-19,0
INV003757,1497932.17,2026-03-09,0
INV003758,659988.25,2026-04-23,45
INV003759,781814.04,2026-03-18,0
INV003760,354327.98,2026-03-19,0
INV003761,748262.17,2026-03-03,0
INV003762,174884.42,2026-03-12,0
INV003763,351548.7,2026-03-02,0
INV003764,706238.98,2026-04-03,15
INV003765,144800.48,2026-04-12,30
INV003766,242190.65,2026-03-25,0
INV003767,518159.06,2026-03-18,15
INV003768,491430.3,2026-03-24,0
INV003769,69476.68,2026-03-21,0
INV003770,437359.7,2026-03-09,0
INV003771,109270.18,2026-03-09,0
INV003772,193651.39,2026-03-20,0
INV003773,168791.86,2026-03-17,15
INV003774,89230.79,2026-03-01,0
INV003775,506194.48,2026-03-01,0
INV003776,131101.35,2026-03-17,15
INV003777,144807.24,2026-04-20,45
INV003778,194569.4,2026-03-19,0
INV003779,208837.35,2026-03-15,0
INV003780,741326.59,2026-03-04,0
INV003781,620193.15,2026-03-04,0
INV003782,323308.66,2026-03-10,0
INV003783,313479.64,2026-04-22,0
INV003784,272398.66,2026-05-09,15
INV003785,236164.52,2026-04-04,0
INV003786,326783.94,2026-04-06,0
INV003787,301678.93,2026-05-04,30
INV003788,1465038.7,2026-04-04,0
INV003789,1763539.68,2026-04-27,0
INV003790,670465.58,2026-05-23,30
INV003791,665181.23,2026-05-23,45
INV003792,452958.89,2026-04-23,0
INV003793,1034998.68,2026-04-18,0
INV003794,2022603.29,2026-04-15,0
INV003795,1321976.69,2026-04-08,0
INV003796,1877027.8,2026-04-09,0
INV003797,453518.99,2026-04-10,0
INV003798,718991.72,2026-07-17,90
INV003799,551341.21,2026-04-21,0
INV003800,955336.15,2026-04-02,0
INV003801,688750.32,2026-04-13,0
INV003802,644339.78,2026-04-30,15
INV003803,317719.96,2026-04-25,0
INV003804,1029386.42,2026-04-24,0
INV003805,546680.71,2026-04-10,0
INV003806,444136.79,2026-04-01,0
INV003807,439990.9,2026-05-07,15
INV003808,537653.33,2026-04-02,0
INV003809,434029.69,2026-04-08,0
INV003810,283531.36,2026-04-13,0
INV003811,232923.64,2026-05-17,45
INV003812,277731.86,2026-04-15,0
INV003813,647594.81,2026-04-20,0
INV003814,518021.81,2026-04-18,0
INV003815,598018.39,2026-04-11,0
INV003816,800674.12,2026-04-07,0
INV003817,680824.45,2026-04-02,0
INV003818,861124.13,2026-04-24,0
INV003819,936605.06,2026-04-15,0
INV003820,269860.52,2026-04-24,15
INV003821,509577.36,2026-04-23,0
INV003822,732509.91,2026-04-10,0
INV003823,876141.45,2026-04-19,15
INV003824,682396.9,2026-04-06,0
INV003825,817194.93,2026-04-22,0
INV003826,152303.38,2026-04-26,15
INV003827,297360.32,2026-04-13,0
INV003828,377854.49,2026-04-23,0
INV003829,448878.18,2026-04-19,0
INV003830,464719.46,2026-04-27,0
INV003831,334872.71,2026-04-19,0
INV003832,325189.74,2026-05-06,15
INV003833,1031138.68,2026-04-26,15
INV003834,665535.92,2026-04-27,0
INV003835,1549064.34,2026-04-20,15
INV003836,600863.05,2026-04-23,15
INV003837,944298.86,2026-05-07,15
INV003838,679473.31,2026-04-25,15
INV003839,741002.34,2026-05-20,30
INV003840,1276379.25,2026-04-04,0
INV003841,1639455.16,2026-06-16,60
INV003842,949087.12,2026-04-23,0
INV003843,1836740.14,2026-05-07,30
INV003844,940544.04,2026-04-22,0
INV003845,282300.86,2026-04-19,0
INV003846,1134825.18,2026-04-15,0
INV003847,768950.27,2026-04-18,0
INV003848,1237160.82,2026-04-01,0
INV003849,656508.37,2026-05-11,15
INV003850,778835.25,2026-04-25,0
INV003851,1217780.83,2026-04-17,15
INV003852,842580.71,2026-04-16,15
INV003853,487847.74,2026-04-05,0
INV003854,760903.24,2026-04-06,0
INV003855,467439.08,2026-04-04,0
INV003856,693611.83,2026-04-23,0
INV003857,122785.55,2026-04-08,0
INV003858,227840.38,2026-04-08,0
INV003859,305027.8,2026-04-15,0
INV003860,64745.67,2026-04-21,15
INV003861,146099.67,2026-04-16,0
INV003862,147297.71,2026-04-08,0
INV003863,182766.9,2026-05-19,30
INV003864,195770.51,2026-04-03,0
INV003865,263331.76,2026-04-19,0
INV003866,63957.16,2026-04-27,15
INV003867,1078599.05,2026-05-09,15
INV003868,872462.83,2026-04-23,15
INV003869,878578.81,2026-04-19,0
INV003870,1006179.71,2026-04-11,0
INV003871,375433.44,2026-05-03,30
INV003872,427729.66,2026-05-09,15
INV003873,183232.01,2026-05-05,15
INV003874,1012836.12,2026-06-06,45
INV003875,1196935.58,2026-04-06,0
INV003876,885587.78,2026-05-04,15
INV003877,1251803.79,2026-04-21,0
INV003878,1173140.99,2026-04-01,0
INV003879,513978.48,2026-04-18,15
INV003880,950533.21,2026-04-20,15
INV003881,247995.92,2026-05-27,30
INV003882,1056024.3,2026-04-26,0
INV003883,80206.16,2026-06-01,60
INV003884,389132.61,2026-05-07,30
INV003885,482287.19,2026-04-26,15
INV003886,317562.24,2026-06-03,45
INV003887,280584.05,2026-04-05,0
INV003888,520494.89,2026-04-13,0
INV003889,285111.0,2026-04-27,0
INV003890,539069.01,2026-04-14,0
INV003891,302428.04,2026-06-06,60
INV003892,400574.7,2026-04-19,0
INV003893,229002.77,2026-05-26,30
INV003894,116571.32,2026-04-11,0
INV003895,495527.82,2026-04-18,0
INV003896,1456401.5,2026-06-06,45
INV003897,745160.19,2026-05-23,30
INV003898,1123285.32,2026-05-12,15
INV003899,1219313.85,2026-04-18,15
INV003900,1362686.48,2026-04-17,0
INV003901,848812.04,2026-04-10,0
INV003902,740683.74,2026-04-03,0
INV003903,301843.93,2026-04-07,0
INV003904,581283.16,2026-06-09,45
INV003905,219026.85,2026-04-03,0
INV003906,351954.13,2026-04-14,0
INV003907,152136.66,2026-04-15,0
INV003908,344578.28,2026-04-10,0
INV003909,131925.78,2026-04-26,15
INV003910,493429.63,2026-05-12,30
INV003911,289797.48,2026-04-24,0
INV003912,393088.47,2026-04-11,0
INV003913,269410.22,2026-05-10,30
INV003914,66027.7,2026-05-12,30
INV003915,95018.3,2026-05-18,30
INV003916,297336.1,2026-05-21,45
INV003917,96058.66,2026-05-17,45
INV003918,382103.29,2026-04-04,0
INV003919,245044.5,2026-04-23,0
INV003920,109911.3,2026-04-17,0
INV003921,413104.31,2026-04-19,0
INV003922,627010.49,2026-04-14,0
INV003923,1226074.46,2026-04-22,0
INV003924,1704233.83,2026-04-21,15
INV003925,414117.73,2026-05-03,30
INV003926,332728.72,2026-05-03,15
INV003927,1984833.28,2026-04-09,0
INV003928,1072668.32,2026-05-07,15
INV003929,1057012.78,2026-04-09,0
INV003930,1079072.36,2026-04-23,0
INV003931,1429665.23,2026-04-10,0
INV003932,2087654.0,2026-04-22,0
INV003933,818571.09,2026-04-26,0
INV003934,306470.21,2026-04-01,0
INV003935,480901.44,2026-04-21,0
INV003936,385457.6,2026-04-18,0
INV003937,410319.78,2026-04-25,15
INV003938,801174.08,2026-04-22,0
INV003939,615435.75,2026-04-10,0
INV003940,1261766.02,2026-04-26,0
INV003941,264177.56,2026-05-25,45
INV003942,692466.51,2026-05-14,30
INV003943,405254.13,2026-04-01,0
INV003944,536546.9,2026-04-04,0
INV003945,159167.43,2026-04-17,0
INV003946,678009.58,2026-04-07,0
INV003947,91648.62,2026-04-03,0
INV003948,332130.81,2026-05-11,30
INV003949,523094.66,2026-04-20,15
INV003950,412848.97,2026-04-21,0
INV003951,651434.13,2026-04-04,0
INV003952,492222.86,2026-04-24,0
INV003953,672467.02,2026-04-04,0
INV003954,458877.09,2026-04-26,0
INV003955,308244.72,2026-04-19,0
INV003956,1001997.83,2026-05-04,30
INV003957,469384.19,2026-04-15,0
INV003958,1042837.73,2026-04-25,0
INV003959,184295.28,2026-04-21,0
INV003960,321814.51,2026-04-27,0
INV003961,782224.6,2026-04-14,0
INV003962,538837.76,2026-07-10,90
INV003963,593730.39,2026-06-11,60
INV003964,438546.11,2026-06-30,90
INV003965,823480.84,2026-05-14,30
INV003966,307047.76,2026-04-10,0
INV003967,900145.69,2026-04-26,0
INV003968,287070.74,2026-05-30,45
INV003969,564428.06,2026-05-13,30
INV003970,167838.42,2026-04-20,15
INV003971,632042.39,2026-04-10,0
INV003972,341361.45,2026-04-11,0
INV003973,322973.77,2026-05-24,30
INV003974,367529.45,2026-04-03,0
INV003975,352876.6,2026-04-24,0
INV003976,350659.39,2026-04-20,15
INV003977,622646.09,2026-04-11,0
INV003978,604763.69,2026-04-10,0
INV003979,109814.79,2026-04-23,0
INV003980,481827.36,2026-04-19,0
INV003981,116085.52,2026-04-26,0
INV003982,79235.99,2026-04-24,0
INV003983,295213.98,2026-04-14,0
INV003984,525126.26,2026-04-18,0
INV003985,1186973.11,2026-04-02,0
INV003986,937734.42,2026-04-24,0
INV003987,790013.4,2026-06-05,45
INV003988,1024582.13,2026-04-09,0
INV003989,330883.98,2026-04-17,0
INV003990,1045850.54,2026-04-11,0
INV003991,955717.37,2026-05-02,15
INV003992,1875283.77,2026-04-25,0
INV003993,964589.82,2026-04-02,0
INV003994,1135366.59,2026-04-01,0
INV003995,828940.38,2026-04-01,0
INV003996,908368.76,2026-04-02,0
INV003997,966259.43,2026-04-15,0
INV003998,128837.48,2026-04-25,15
INV003999,86839.55,2026-05-10,30
INV004000,247086.37,2026-04-13,0
INV004001,116788.49,2026-04-22,0
INV004002,247006.52,2026-05-24,30
INV004003,290828.48,2026-05-18,30
INV004004,295395.01,2026-05-22,30
INV004005,428294.24,2026-04-15,0
INV004006,556767.51,2026-04-17,0
INV004007,564237.68,2026-04-07,0
INV004008,200993.29,2026-04-07,0
INV004009,1319555.27,2026-04-20,0
INV004010,212159.63,2026-04-04,0
INV004011,920712.57,2026-04-06,0
INV004012,855070.59,2026-06-12,60
INV004013,1392184.18,2026-04-17,0
INV004014,229238.6,2026-04-16,15
INV004015,1027364.99,2026-05-23,45
INV004016,961801.09,2026-04-19,0
INV004017,632023.88,2026-05-27,30
INV004018,646171.24,2026-04-02,0
INV004019,1216374.08,2026-04-12,0
INV004020,474684.11,2026-04-22,0
INV004021,108537.72,2026-04-13,0
INV004022,213371.46,2026-04-12,0
INV004023,180624.93,2026-05-17,30
INV004024,302138.86,2026-04-26,0
INV004025,264610.32,2026-05-08,15
INV004026,346378.3,2026-04-06,0
INV004027,510505.14,2026-04-21,0
INV004028,2105870.81,2026-04-08,0
INV004029,783869.49,2026-05-28,45
INV004030,964577.31,2026-04-03,0
INV004031,758569.88,2026-04-21,0
INV004032,2165003.71,2026-04-16,0
INV004033,929943.02,2026-06-01,45
INV004034,357052.7,2026-04-08,0
INV004035,445773.27,2026-05-06,15
INV004036,1836358.37,2026-05-12,15
INV004037,1689498.79,2026-05-02,15
INV004038,1536762.72,2026-05-18,45
INV004039,636965.07,2026-04-18,0
INV004040,1064102.41,2026-04-15,0
INV004041,262699.62,2026-05-16,30
INV004042,429628.08,2026-05-22,45
INV004043,250159.46,2026-04-09,0
INV004044,218166.1,2026-06-06,45
INV004045,465382.34,2026-05-10,30
INV004046,645997.57,2026-05-08,30
INV004047,286436.86,2026-06-08,60
INV004048,266458.02,2026-04-08,0
INV004049,365473.24,2026-04-13,0
INV004050,330484.28,2026-04-24,0
INV004051,158670.94,2026-04-01,0
INV004052,245784.71,2026-05-21,45
INV004053,70899.07,2026-04-12,0
INV004054,142315.57,2026-04-16,0
INV004055,576522.72,2026-04-25,0
INV004056,304655.79,2026-04-16,0
INV004057,340540.73,2026-05-05,15
INV004058,1139462.09,2026-05-03,30
INV004059,1085132.21,2026-05-16,45
INV004060,502698.41,2026-04-05,0
INV004061,568656.47,2026-05-05,15
INV004062,325048.27,2026-05-26,30
INV004063,218361.55,2026-05-11,15
INV004064,666795.09,2026-04-16,0
INV004065,651688.64,2026-05-26,30
INV004066,468341.72,2026-04-12,0
INV004067,968228.88,2026-04-25,0
INV004068,1195927.24,2026-04-29,15
INV004069,629846.86,2026-05-08,15
INV004070,293086.8,2026-04-12,0
INV004071,202741.98,2026-04-16,15
INV004072,318546.43,2026-06-09,45
INV004073,558778.17,2026-06-05,45
INV004074,565333.74,2026-05-03,15
INV004075,320654.33,2026-04-04,0
INV004076,472652.24,2026-04-20,15
INV004077,431373.2,2026-04-12,0
INV004078,342577.09,2026-04-02,0
INV004079,647863.96,2026-05-16,30
INV004080,620595.45,2026-05-27,30
INV004081,350945.14,2026-06-23,60
INV004082,549436.74,2026-05-14,30
INV004083,937192.12,2026-04-02,0
INV004084,514257.97,2026-05-04,15
INV004085,800982.66,2026-05-16,30
INV004086,297246.23,2026-04-05,0
INV004087,487001.46,2026-04-04,0
INV004088,594023.07,2026-04-20,0
INV004089,835424.66,2026-04-18,0
INV004090,712617.64,2026-04-16,0
INV004091,908789.04,2026-04-16,0
INV004092,904678.28,2026-04-17,0
INV004093,313953.41,2026-06-06,45
INV004094,607694.11,2026-04-18,0
INV004095,540227.68,2026-04-06,0
INV004096,181869.54,2026-04-06,0
INV004097,263788.29,2026-04-06,0
INV004098,384789.28,2026-04-21,15
INV004099,224443.33,2026-04-17,0
INV004100,724432.21,2026-06-03,60
INV004101,1438521.76,2026-04-10,0
INV004102,1520927.7,2026-04-12,0
INV004103,524445.74,2026-05-04,15
INV004104,528897.52,2026-05-11,30
INV004105,1750256.53,2026-04-04,0
INV004106,1699146.07,2026-05-15,30
INV004107,1425526.2,2026-04-20,0
INV004108,1141878.85,2026-04-22,0
INV004109,451513.28,2026-05-15,30
INV004110,217296.55,2026-05-30,45
INV004111,396485.1,2026-04-08,0
INV004112,557033.12,2026-04-15,0
INV004113,1204619.75,2026-04-24,15
INV004114,792649.36,2026-04-21,0
INV004115,603406.58,2026-04-08,0
INV004116,296227.59,2026-05-07,15
INV004117,300307.79,2026-04-05,0
INV004118,355523.74,2026-04-06,0
INV004119,887252.95,2026-06-08,45
INV004120,282663.01,2026-04-19,0
INV004121,226859.47,2026-04-12,0
INV004122,133544.32,2026-04-24,15
INV004123,243647.11,2026-04-04,0
INV004124,112634.51,2026-04-01,0
INV004125,228519.4,2026-04-26,0
INV004126,188993.76,2026-04-11,0
INV004127,315754.24,2026-04-18,0
INV004128,313582.22,2026-04-02,0
INV004129,905481.11,2026-05-05,30
INV004130,1168538.28,2026-04-19,0
INV004131,794165.31,2026-05-14,30
INV004132,797570.41,2026-07-12,90
INV004133,525473.79,2026-04-11,0
INV004134,184571.16,2026-05-01,15
INV004135,1143101.63,2026-04-04,0
INV004136,964088.93,2026-04-18,15
INV004137,574937.7,2026-04-04,0
INV004138,1154765.3,2026-04-22,15
INV004139,1146479.29,2026-04-15,0
INV004140,781795.58,2026-05-01,15
INV004141,455407.48,2026-04-24,0
INV004142,759775.06,2026-04-12,0
INV004143,848280.18,2026-04-12,0
INV004144,817635.15,2026-04-12,0
INV004145,338092.35,2026-05-22,45
INV004146,363830.64,2026-04-09,0
INV004147,173162.81,2026-05-12,15
INV004148,154329.65,2026-04-23,0
INV004149,76196.49,2026-04-26,15
INV004150,217232.08,2026-06-24,60
INV004151,385394.14,2026-04-17,0
INV004152,185398.14,2026-04-07,0
INV004153,1794408.16,2026-04-05,0
INV004154,1967747.29,2026-04-10,0
INV004155,1899946.35,2026-05-16,30
INV004156,2024594.81,2026-04-10,0
INV004157,687711.57,2026-06-04,60
INV004158,2119902.79,2026-04-25,0
INV004159,938348.89,2026-05-04,30
