Invoice_No,Date,Employee_ID,Customer_ID,Product_ID,Revenue,Margin,Discount_Pct,Invoice_Value,Month,Year,Quarter,Region,Division,Employee_Name,Designation,Performance_Tier,Customer_Name,Segment,Industry,Customer_Tier,Product_Name,Product_Division,Base_Margin_Pct,Unit_Count,Unit_Label
INV002121,2025-12-05,EMP009,CUST0001,PRD009,863329.53,165637.28,3.05,900659.13,Dec,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,Flipkart Marketplace,Growth,Pharma,Healthy,Warehousing,Logistics,20.1,30,Shipments
INV002122,2025-12-04,EMP009,CUST0118,PRD011,954018.93,161145.78,1.36,994880.08,Dec,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,India B2B Account 118,Growth,Pharma,Healthy,Cold Chain,Logistics,17.3,24,Shipments
INV002123,2025-12-13,EMP009,CUST0191,PRD012,551366.01,88354.07,9.58,560354.04,Dec,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,Heritage Foods DC,Risk,Auto,Focus,E-commerce Fulfillment,Logistics,18.9,25,Shipments
INV002124,2025-12-06,EMP009,CUST0007,PRD012,642812.6,113175.74,4.31,665028.3,Dec,2025,Q4,West,Logistics,Rep 9,Regional Director,Healthy,Maruti Vendor Hub,Standard,Auto,Healthy,E-commerce Fulfillment,Logistics,18.9,32,Shipments
INV002125,2025-12-08,EMP010,CUST0053,PRD003,96266.75,12109.28,3.07,97777.37,Dec,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 53,VIP,FMCG,Healthy,Same-Day,Express,13.5,385,Parcels
INV002126,2025-12-13,EMP010,CUST0080,PRD004,142244.88,18148.1,3.47,137048.79,Dec,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 80,VIP,Electronics,Healthy,COD Services,Express,13.8,370,Parcels
INV002127,2025-12-02,EMP010,CUST0068,PRD001,140650.78,14662.37,1.58,135412.14,Dec,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 68,VIP,Electronics,Healthy,Domestic Express,Express,10.9,425,Parcels
INV002128,2025-12-01,EMP010,CUST0193,PRD002,307239.01,27360.24,10.98,309286.54,Dec,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,OmniTech Distribution,Risk,Auto,Focus,International Express,Express,12.2,1489,Parcels
INV002129,2025-12-07,EMP010,CUST0189,PRD003,151648.56,16525.07,8.68,150546.1,Dec,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,Eastern Cold Chain,Standard,Healthcare,Focus,Same-Day,Express,13.5,423,Parcels
INV002130,2025-12-27,EMP010,CUST0092,PRD001,363615.62,35987.71,3.34,380775.25,Dec,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 92,Standard,Textile,Healthy,Domestic Express,Express,10.9,1656,Parcels
INV002131,2025-12-26,EMP010,CUST0027,PRD004,369856.74,50316.58,0.65,354224.52,Dec,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,Zepto Dark Store,Standard,E-commerce,Healthy,COD Services,Express,13.8,1105,Parcels
INV002132,2025-12-06,EMP010,CUST0034,PRD003,338313.39,41592.79,4.02,329554.38,Dec,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 34,Growth,Textile,Healthy,Same-Day,Express,13.5,1108,Parcels
INV002133,2025-12-24,EMP010,CUST0029,PRD003,193125.31,24203.32,3.23,186411.87,Dec,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,Urban Company,Growth,Manufacturing,Healthy,Same-Day,Express,13.5,604,Parcels
INV002134,2025-12-11,EMP010,CUST0097,PRD004,121884.05,16601.57,0.6,125235.14,Dec,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 97,Standard,Healthcare,Healthy,COD Services,Express,13.8,387,Parcels
INV002135,2025-12-22,EMP010,CUST0066,PRD004,151858.98,19543.66,3.1,149027.25,Dec,2025,Q4,Central,Express,Rep 10,Sales Executive,Healthy,India B2B Account 66,Standard,E-commerce,Healthy,COD Services,Express,13.8,462,Parcels
INV002136,2025-12-24,EMP011,CUST0019,PRD006,1890367.04,238774.87,3.9,1856785.0,Dec,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,D-Mart Supply Chain,Growth,E-commerce,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV002137,2025-12-06,EMP011,CUST0179,PRD008,1074799.64,118235.61,3.33,1109963.23,Dec,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 179,Growth,Electronics,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV002138,2025-12-17,EMP011,CUST0050,PRD005,1314953.02,151558.32,1.58,1326091.55,Dec,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 50,Growth,Pharma,Healthy,Air Freight,Freight Forward,12.0,2,Shipments
INV002139,2025-12-16,EMP011,CUST0074,PRD006,706238.08,90257.21,3.4,726427.45,Dec,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 74,Standard,Textile,Healthy,Sea Freight,Freight Forward,13.8,2,Shipments
INV002140,2025-12-25,EMP011,CUST0172,PRD005,1621006.56,178435.86,3.31,1590702.43,Dec,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 172,Growth,Electronics,Healthy,Air Freight,Freight Forward,12.0,2,Shipments
INV002141,2025-12-19,EMP011,CUST0057,PRD007,782270.29,197931.71,1.66,815684.08,Dec,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,India B2B Account 57,Growth,Manufacturing,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV002142,2025-12-14,EMP011,CUST0184,PRD005,1749058.59,170963.81,7.42,1772482.1,Dec,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,Fortis Healthcare,Risk,Manufacturing,Focus,Air Freight,Freight Forward,12.0,1,Shipments
INV002143,2025-12-12,EMP011,CUST0022,PRD008,595966.18,69159.0,1.32,622722.94,Dec,2025,Q4,North,Freight Forward,Rep 11,Sales Manager,Healthy,Godrej Appliances,Standard,Auto,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV002144,2025-12-10,EMP012,CUST0175,PRD009,986473.59,190274.56,2.71,993677.43,Dec,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 175,Growth,Textile,Healthy,Warehousing,Logistics,20.1,22,Shipments
INV002145,2025-12-27,EMP012,CUST0086,PRD009,576684.77,112810.34,1.79,566480.31,Dec,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 86,Growth,E-commerce,Healthy,Warehousing,Logistics,20.1,21,Shipments
INV002146,2025-12-03,EMP012,CUST0149,PRD010,1087959.91,207962.83,2.28,1099688.62,Dec,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 149,Growth,Electronics,Healthy,Last-Mile,Logistics,19.8,29,Shipments
INV002147,2025-12-13,EMP012,CUST0150,PRD011,565455.04,93474.89,2.56,552020.52,Dec,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 150,Standard,E-commerce,Healthy,Cold Chain,Logistics,17.3,16,Shipments
INV002148,2025-12-06,EMP012,CUST0174,PRD010,389655.26,75445.21,1.46,391002.74,Dec,2025,Q4,South,Logistics,Rep 12,Sales Executive,Healthy,India B2B Account 174,Standard,Electronics,Healthy,Last-Mile,Logistics,19.8,8,Shipments
INV002149,2025-12-25,EMP013,CUST0068,PRD002,597400.36,65927.52,3.88,576471.51,Dec,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 68,VIP,Electronics,Healthy,International Express,Express,12.2,3645,Parcels
INV002150,2025-12-21,EMP013,CUST0111,PRD001,337728.13,33339.86,3.43,340551.09,Dec,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 111,Standard,Auto,Healthy,Domestic Express,Express,10.9,951,Parcels
INV002151,2025-12-03,EMP013,CUST0064,PRD001,273016.89,29146.39,0.75,270150.58,Dec,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 64,Standard,FMCG,Healthy,Domestic Express,Express,10.9,962,Parcels
INV002152,2025-12-01,EMP013,CUST0150,PRD004,110371.42,14178.49,3.18,110371.4,Dec,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 150,Standard,E-commerce,Healthy,COD Services,Express,13.8,288,Parcels
INV002153,2025-12-25,EMP013,CUST0022,PRD004,190055.9,25764.39,0.81,194797.92,Dec,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,Godrej Appliances,Standard,Auto,Healthy,COD Services,Express,13.8,1114,Parcels
INV002154,2025-12-19,EMP013,CUST0110,PRD002,566833.58,68070.94,0.64,574070.88,Dec,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 110,Growth,Electronics,Healthy,International Express,Express,12.2,2474,Parcels
INV002155,2025-12-05,EMP013,CUST0135,PRD002,302557.61,35042.3,2.06,293189.11,Dec,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 135,Standard,Textile,Healthy,International Express,Express,12.2,786,Parcels
INV002156,2025-12-24,EMP013,CUST0145,PRD004,264975.06,33499.06,3.86,266153.31,Dec,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 145,Growth,Textile,Healthy,COD Services,Express,13.8,1057,Parcels
INV002157,2025-12-23,EMP013,CUST0006,PRD003,499205.08,63752.34,2.43,495482.03,Dec,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,Mahindra Auto Components,VIP,E-commerce,Healthy,Same-Day,Express,13.5,1351,Parcels
INV002158,2025-12-12,EMP013,CUST0104,PRD001,483485.29,49655.55,2.1,481212.82,Dec,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 104,Standard,E-commerce,Healthy,Domestic Express,Express,10.9,1278,Parcels
INV002159,2025-12-24,EMP013,CUST0160,PRD004,214016.41,28617.53,1.43,207101.26,Dec,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 160,Growth,E-commerce,Healthy,COD Services,Express,13.8,628,Parcels
INV002160,2025-12-11,EMP013,CUST0125,PRD003,183329.28,22513.99,4.06,182287.48,Dec,2025,Q4,East,Express,Rep 13,Sales Manager,Healthy,India B2B Account 125,VIP,FMCG,Healthy,Same-Day,Express,13.5,603,Parcels
INV002161,2025-12-02,EMP014,CUST0110,PRD007,939537.89,235659.93,2.39,915540.04,Dec,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 110,Growth,Electronics,Healthy,Customs Clearance,Freight Forward,25.8,2,Shipments
INV002162,2025-12-18,EMP014,CUST0073,PRD005,910643.46,106608.98,0.98,876802.53,Dec,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 73,Growth,Pharma,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV002163,2025-12-26,EMP014,CUST0001,PRD008,1391322.97,163265.6,0.88,1459449.02,Dec,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,Flipkart Marketplace,Growth,Pharma,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV002164,2025-12-05,EMP014,CUST0191,PRD006,478373.38,52233.06,9.6,500448.8,Dec,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,Heritage Foods DC,Risk,Auto,Focus,Sea Freight,Freight Forward,13.8,2,Shipments
INV002165,2025-12-17,EMP014,CUST0141,PRD005,2024698.79,238150.27,0.79,1953744.44,Dec,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 141,Growth,Pharma,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV002166,2025-12-22,EMP014,CUST0036,PRD005,967886.31,111425.02,1.63,943054.68,Dec,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 36,Growth,Auto,Healthy,Air Freight,Freight Forward,12.0,2,Shipments
INV002167,2025-12-11,EMP014,CUST0005,PRD008,1266992.33,145508.87,1.72,1322925.09,Dec,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,Apollo Pharmacy,VIP,Healthcare,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV002168,2025-12-20,EMP014,CUST0098,PRD008,908719.53,107658.3,0.51,934278.68,Dec,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 98,VIP,Auto,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV002169,2025-12-17,EMP014,CUST0149,PRD005,1461476.54,170629.13,1.08,1469152.87,Dec,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 149,Growth,Electronics,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV002170,2025-12-26,EMP014,CUST0041,PRD005,1827407.6,205765.47,2.47,1878885.51,Dec,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,India B2B Account 41,VIP,Healthcare,Healthy,Air Freight,Freight Forward,12.0,2,Shipments
INV002171,2025-12-12,EMP014,CUST0195,PRD008,1046538.52,102323.9,7.41,1059635.66,Dec,2025,Q4,West,Freight Forward,Rep 14,Sales Executive,Healthy,Galaxy Electronics,Risk,FMCG,Focus,Project Cargo,Freight Forward,12.0,2,Shipments
INV002172,2025-12-04,EMP015,CUST0088,PRD009,1101549.05,208813.42,3.81,1085135.99,Dec,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 88,Growth,FMCG,Healthy,Warehousing,Logistics,20.1,35,Shipments
INV002173,2025-12-04,EMP015,CUST0164,PRD010,993967.76,190661.32,2.06,997510.18,Dec,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 164,Standard,Pharma,Healthy,Last-Mile,Logistics,19.8,37,Shipments
INV002174,2025-12-22,EMP015,CUST0011,PRD011,591684.02,101224.56,0.64,572018.59,Dec,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,Myntra Logistics,Standard,Auto,Healthy,Cold Chain,Logistics,17.3,34,Shipments
INV002175,2025-12-14,EMP015,CUST0002,PRD011,572513.39,93066.5,3.48,593012.84,Dec,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,Amazon Seller Services,Growth,E-commerce,Healthy,Cold Chain,Logistics,17.3,14,Shipments
INV002176,2025-12-04,EMP015,CUST0062,PRD011,627435.17,106870.56,0.89,599359.19,Dec,2025,Q4,Central,Logistics,Rep 15,Sales Executive,Healthy,India B2B Account 62,Standard,Healthcare,Healthy,Cold Chain,Logistics,17.3,25,Shipments
INV002177,2025-12-15,EMP016,CUST0012,PRD003,521013.62,66191.65,2.65,527719.65,Dec,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,Sun Pharma,Growth,Pharma,Healthy,Same-Day,Express,13.5,2958,Parcels
INV002178,2025-12-27,EMP016,CUST0083,PRD003,250205.51,30605.84,4.23,261062.46,Dec,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 83,Growth,Auto,Healthy,Same-Day,Express,13.5,1047,Parcels
INV002179,2025-12-18,EMP016,CUST0036,PRD004,335594.65,45307.98,1.0,340763.32,Dec,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 36,Growth,Auto,Healthy,COD Services,Express,13.8,1865,Parcels
INV002180,2025-12-02,EMP016,CUST0023,PRD002,312476.66,37217.24,0.97,325934.68,Dec,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,Titan Company,VIP,FMCG,Healthy,International Express,Express,12.2,1043,Parcels
INV002181,2025-12-09,EMP016,CUST0020,PRD001,462428.75,45823.05,3.3,439631.68,Dec,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,Blue Star Components,VIP,E-commerce,Healthy,Domestic Express,Express,10.9,1614,Parcels
INV002182,2025-12-05,EMP016,CUST0124,PRD004,259134.04,35290.28,0.6,271155.7,Dec,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 124,Growth,Auto,Healthy,COD Services,Express,13.8,757,Parcels
INV002183,2025-12-07,EMP016,CUST0028,PRD002,419876.49,46681.57,3.61,415561.01,Dec,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,BigBasket Fulfillment,Standard,FMCG,Healthy,International Express,Express,12.2,1316,Parcels
INV002184,2025-12-13,EMP016,CUST0052,PRD004,457138.15,60123.37,2.16,454462.79,Dec,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 52,Standard,Manufacturing,Healthy,COD Services,Express,13.8,1402,Parcels
INV002185,2025-12-01,EMP016,CUST0160,PRD001,163720.45,15973.96,3.81,158042.84,Dec,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,India B2B Account 160,Growth,E-commerce,Healthy,Domestic Express,Express,10.9,441,Parcels
INV002186,2025-12-19,EMP016,CUST0017,PRD003,153336.63,19912.7,1.71,152829.28,Dec,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,Nestle India,Standard,E-commerce,Healthy,Same-Day,Express,13.5,672,Parcels
INV002187,2025-12-05,EMP016,CUST0185,PRD001,474062.51,39796.84,8.35,456480.66,Dec,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,Sunrise Hospital,Risk,Manufacturing,Focus,Domestic Express,Express,10.9,3058,Parcels
INV002188,2025-12-18,EMP016,CUST0011,PRD003,234893.03,30696.94,1.44,245673.19,Dec,2025,Q4,North,Express,Rep 16,Sales Executive,Healthy,Myntra Logistics,Standard,Auto,Healthy,Same-Day,Express,13.5,763,Parcels
INV002189,2025-12-21,EMP017,CUST0123,PRD005,1557362.01,179503.87,1.58,1508295.42,Dec,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 123,Growth,Pharma,Healthy,Air Freight,Freight Forward,12.0,1,Shipments
INV002190,2025-12-21,EMP017,CUST0018,PRD007,911925.47,223201.94,4.41,883028.48,Dec,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,Asian Paints,Standard,Manufacturing,Healthy,Customs Clearance,Freight Forward,25.8,1,Shipments
INV002191,2025-12-13,EMP017,CUST0120,PRD006,1360203.19,171456.84,3.98,1405738.74,Dec,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 120,Standard,Electronics,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV002192,2025-12-23,EMP017,CUST0002,PRD008,332087.01,37225.74,2.63,324099.52,Dec,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,Amazon Seller Services,Growth,E-commerce,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV002193,2025-12-20,EMP017,CUST0061,PRD006,1137290.92,143067.33,4.07,1141437.9,Dec,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 61,Standard,FMCG,Healthy,Sea Freight,Freight Forward,13.8,2,Shipments
INV002194,2025-12-10,EMP017,CUST0163,PRD008,1346653.22,153278.36,2.06,1390900.78,Dec,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 163,Growth,Manufacturing,Healthy,Project Cargo,Freight Forward,12.0,2,Shipments
INV002195,2025-12-18,EMP017,CUST0160,PRD008,1525275.32,169547.93,2.95,1527837.99,Dec,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 160,Growth,E-commerce,Healthy,Project Cargo,Freight Forward,12.0,1,Shipments
INV002196,2025-12-18,EMP017,CUST0100,PRD006,772056.06,99989.53,2.83,760832.4,Dec,2025,Q4,South,Freight Forward,Rep 17,Sales Executive,Healthy,India B2B Account 100,VIP,Healthcare,Healthy,Sea Freight,Freight Forward,13.8,1,Shipments
INV002197,2025-12-20,EMP018,CUST0115,PRD009,762367.3,147047.46,2.71,775529.02,Dec,2025,Q4,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 115,Growth,FMCG,Healthy,Warehousing,Logistics,20.1,15,Shipments
INV002198,2025-12-08,EMP018,CUST0058,PRD011,461189.47,78483.06,0.94,468991.85,Dec,2025,Q4,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 58,Growth,Textile,Healthy,Cold Chain,Logistics,17.3,32,Shipments
INV002199,2025-12-04,EMP018,CUST0043,PRD011,588813.57,93973.8,4.47,568632.59,Dec,2025,Q4,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 43,VIP,Auto,Healthy,Cold Chain,Logistics,17.3,12,Shipments
INV002200,2025-12-15,EMP018,CUST0116,PRD012,1371668.3,253421.04,1.42,1423853.79,Dec,2025,Q4,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 116,Growth,Healthcare,Healthy,E-commerce Fulfillment,Logistics,18.9,29,Shipments
INV002201,2025-12-01,EMP018,CUST0026,PRD011,701720.79,118262.4,1.49,716036.45,Dec,2025,Q4,East,Logistics,Rep 18,Sales Manager,Healthy,Swiggy Instamart,VIP,Healthcare,Healthy,Cold Chain,Logistics,17.3,19,Shipments
INV002202,2025-12-05,EMP018,CUST0063,PRD010,1050853.36,205903.73,0.69,1092614.3,Dec,2025,Q4,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 63,Growth,Healthcare,Healthy,Last-Mile,Logistics,19.8,21,Shipments
INV002203,2025-12-07,EMP018,CUST0066,PRD012,620230.63,114816.79,1.29,620886.76,Dec,2025,Q4,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 66,Standard,E-commerce,Healthy,E-commerce Fulfillment,Logistics,18.9,20,Shipments
INV002204,2025-12-17,EMP018,CUST0137,PRD010,726286.26,135902.39,3.63,711834.38,Dec,2025,Q4,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 137,Growth,Textile,Healthy,Last-Mile,Logistics,19.8,26,Shipments
INV002205,2025-12-06,EMP018,CUST0193,PRD011,958394.24,134923.15,10.74,961249.8,Dec,2025,Q4,East,Logistics,Rep 18,Sales Manager,Healthy,OmniTech Distribution,Risk,Auto,Focus,Cold Chain,Logistics,17.3,19,Shipments
INV002206,2025-12-13,EMP018,CUST0181,PRD010,891474.11,156306.14,7.56,847231.99,Dec,2025,Q4,East,Logistics,Rep 18,Sales Manager,Healthy,City Care Hospital,Risk,FMCG,Focus,Last-Mile,Logistics,19.8,19,Shipments
INV002207,2025-12-27,EMP018,CUST0180,PRD010,998267.11,185331.08,4.12,1044906.42,Dec,2025,Q4,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 180,Growth,Healthcare,Healthy,Last-Mile,Logistics,19.8,62,Shipments
INV002208,2025-12-08,EMP018,CUST0157,PRD012,1135818.11,205826.4,2.6,1153416.85,Dec,2025,Q4,East,Logistics,Rep 18,Sales Manager,Healthy,India B2B Account 157,Standard,Auto,Healthy,E-commerce Fulfillment,Logistics,18.9,27,Shipments
INV002209,2025-12-22,EMP019,CUST0144,PRD002,196579.68,22475.26,2.56,199684.55,Dec,2025,Q4,West,Express,Rep 19,Sales Executive,Healthy,India B2B Account 144,Standard,FMCG,Healthy,International Express,Express,12.2,518,Parcels
INV002210,2025-12-27,EMP019,CUST0194,PRD004,556346.81,61586.13,9.1,539977.1,Dec,2025,Q4,West,Express,Rep 19,Sales Executive,Healthy,Bharat Textiles,Risk,FMCG,Focus,COD Services,Express,13.8,2807,Parcels
INV002211,2025-12-14,EMP019,CUST0198,PRD001,154977.71,13364.73,7.59,156118.44,Dec,2025,Q4,West,Express,Rep 19,Sales Executive,Healthy,CarePlus Diagnostics,Risk,Electronics,Focus,Domestic Express,Express,10.9,606,Parcels
INV002212,2025-12-22,EMP019,CUST0123,PRD003,167786.56,21802.55,1.69,164801.42,Dec,2025,Q4,West,Express,Rep 19,Sales Executive,Healthy,India B2B Account 123,Growth,Pharma,Healthy,Same-Day,Express,13.5,466,Parcels
INV002213,2025-12-02,EMP019,CUST0077,PRD004,94993.39,12742.58,1.29,90455.73,Dec,2025,Q4,West,Express,Rep 19,Sales Executive,Healthy,India B2B Account 77,Growth,FMCG,Healthy,COD Services,Express,13.8,347,Parcels
INV002214,2025-12-18,EMP019,CUST0196,PRD001,393166.63,30422.85,10.54,383532.24,Dec,2025,Q4,West,Express,Rep 19,Sales Executive,Healthy,Nova FMCG Depot,Standard,Manufacturing,Focus,Domestic Express,Express,10.9,2389,Parcels
